year,lake,species,grand_total,comments,region,values
2011,Michigan,White Bass,,,WI State Total,0
2011,Michigan,White Bass,,,Illinois (IL),
2011,Michigan,White Bass,,,Indiana (IN),
2011,Michigan,White Bass,,,U.S. Total,0
2012,Michigan,White Bass,,,Green Bay (MI),
2012,Michigan,White Bass,,,Mich. Proper (MI),
2012,Michigan,White Bass,,,MI State Total,
2012,Michigan,White Bass,,,Green Bay (WI),0
2012,Michigan,White Bass,,,Mich. Proper (WI),
2012,Michigan,White Bass,,,WI State Total,0
2012,Michigan,White Bass,,,Illinois (IL),
2012,Michigan,White Bass,,,Indiana (IN),
2012,Michigan,White Bass,,,U.S. Total,0
2013,Michigan,White Bass,,,Green Bay (MI),
2013,Michigan,White Bass,,,Mich. Proper (MI),
2013,Michigan,White Bass,,,MI State Total,
2013,Michigan,White Bass,,,Green Bay (WI),0
2013,Michigan,White Bass,,,Mich. Proper (WI),
2013,Michigan,White Bass,,,WI State Total,0
2013,Michigan,White Bass,,,Illinois (IL),
2013,Michigan,White Bass,,,Indiana (IN),
2013,Michigan,White Bass,,,U.S. Total,0
2014,Michigan,White Bass,,,Green Bay (MI),0
2014,Michigan,White Bass,,,Mich. Proper (MI),
2014,Michigan,White Bass,,,MI State Total,0
2014,Michigan,White Bass,,,Green Bay (WI),
2014,Michigan,White Bass,,,Mich. Proper (WI),0
2014,Michigan,White Bass,,,WI State Total,0
2014,Michigan,White Bass,,,Illinois (IL),
2014,Michigan,White Bass,,,Indiana (IN),
2014,Michigan,White Bass,,,U.S. Total,0
2015,Michigan,White Bass,,,Green Bay (MI),
2015,Michigan,White Bass,,,Mich. Proper (MI),
2015,Michigan,White Bass,,,MI State Total,
2015,Michigan,White Bass,,,Green Bay (WI),0
2015,Michigan,White Bass,,,Mich. Proper (WI),
2015,Michigan,White Bass,,,WI State Total,0
2015,Michigan,White Bass,,,Illinois (IL),
2015,Michigan,White Bass,,,Indiana (IN),
2015,Michigan,White Bass,,,U.S. Total,0
1997,Michigan,White Perch,,,Green Bay (MI),0
1997,Michigan,White Perch,,,Mich. Proper (MI),0
1997,Michigan,White Perch,,,MI State Total,0
1997,Michigan,White Perch,,,Green Bay (WI),1
1997,Michigan,White Perch,,,Mich. Proper (WI),0
1997,Michigan,White Perch,,,WI State Total,1
1997,Michigan,White Perch,,,Illinois (IL),0
1997,Michigan,White Perch,,,Indiana (IN),0
1997,Michigan,White Perch,,,U.S. Total,1
1998,Michigan,White Perch,,,Green Bay (MI),0
1998,Michigan,White Perch,,,Mich. Proper (MI),0
1998,Michigan,White Perch,,,MI State Total,0
1998,Michigan,White Perch,,,Green Bay (WI),0
1998,Michigan,White Perch,,,Mich. Proper (WI),0
1998,Michigan,White Perch,,,WI State Total,0
1998,Michigan,White Perch,,,Illinois (IL),0
1998,Michigan,White Perch,,,Indiana (IN),0
1998,Michigan,White Perch,,,U.S. Total,0
1999,Michigan,White Perch,,,Green Bay (MI),0
1999,Michigan,White Perch,,,Mich. Proper (MI),0
1999,Michigan,White Perch,,,MI State Total,0
1999,Michigan,White Perch,,,Green Bay (WI),0
1999,Michigan,White Perch,,,Mich. Proper (WI),0
1999,Michigan,White Perch,,,WI State Total,0
1999,Michigan,White Perch,,,Illinois (IL),0
1999,Michigan,White Perch,,,Indiana (IN),0
1999,Michigan,White Perch,,,U.S. Total,0
2000,Michigan,White Perch,,,Green Bay (MI),
2000,Michigan,White Perch,,,Mich. Proper (MI),
2000,Michigan,White Perch,,,MI State Total,
2000,Michigan,White Perch,,,Green Bay (WI),0
2000,Michigan,White Perch,,,Mich. Proper (WI),0
2000,Michigan,White Perch,,,WI State Total,0
2000,Michigan,White Perch,,,Illinois (IL),
2000,Michigan,White Perch,,,Indiana (IN),
2000,Michigan,White Perch,,,U.S. Total,0
2001,Michigan,White Perch,,,Green Bay (MI),
2001,Michigan,White Perch,,,Mich. Proper (MI),
2001,Michigan,White Perch,,,MI State Total,
2001,Michigan,White Perch,,,Green Bay (WI),2
2001,Michigan,White Perch,,,Mich. Proper (WI),
2001,Michigan,White Perch,,,WI State Total,2
2001,Michigan,White Perch,,,Illinois (IL),
2001,Michigan,White Perch,,,Indiana (IN),
2001,Michigan,White Perch,,,U.S. Total,2
2002,Michigan,White Perch,,,Green Bay (MI),
2002,Michigan,White Perch,,,Mich. Proper (MI),
2002,Michigan,White Perch,,,MI State Total,
2002,Michigan,White Perch,,,Green Bay (WI),1
2002,Michigan,White Perch,,,Mich. Proper (WI),
2002,Michigan,White Perch,,,WI State Total,1
2002,Michigan,White Perch,,,Illinois (IL),
2002,Michigan,White Perch,,,Indiana (IN),
2002,Michigan,White Perch,,,U.S. Total,1
2003,Michigan,White Perch,,,Green Bay (MI),
2003,Michigan,White Perch,,,Mich. Proper (MI),
2003,Michigan,White Perch,,,MI State Total,
2003,Michigan,White Perch,,,Green Bay (WI),12
2003,Michigan,White Perch,,,Mich. Proper (WI),
2003,Michigan,White Perch,,,WI State Total,12
2003,Michigan,White Perch,,,Illinois (IL),
2003,Michigan,White Perch,,,Indiana (IN),
2003,Michigan,White Perch,,,U.S. Total,12
2004,Michigan,White Perch,,,Green Bay (MI),
2004,Michigan,White Perch,,,Mich. Proper (MI),
2004,Michigan,White Perch,,,MI State Total,
2004,Michigan,White Perch,,,Green Bay (WI),2
2004,Michigan,White Perch,,,Mich. Proper (WI),
2004,Michigan,White Perch,,,WI State Total,2
2004,Michigan,White Perch,,,Illinois (IL),
2004,Michigan,White Perch,,,Indiana (IN),
2004,Michigan,White Perch,,,U.S. Total,2
2005,Michigan,White Perch,,,Green Bay (MI),
2005,Michigan,White Perch,,,Mich. Proper (MI),
2005,Michigan,White Perch,,,MI State Total,
2005,Michigan,White Perch,,,Green Bay (WI),1
2005,Michigan,White Perch,,,Mich. Proper (WI),
2005,Michigan,White Perch,,,WI State Total,1
2005,Michigan,White Perch,,,Illinois (IL),
2005,Michigan,White Perch,,,Indiana (IN),
2005,Michigan,White Perch,,,U.S. Total,1
2006,Michigan,White Perch,,,Green Bay (MI),
2006,Michigan,White Perch,,,Mich. Proper (MI),
2006,Michigan,White Perch,,,MI State Total,
2006,Michigan,White Perch,,,Green Bay (WI),
2006,Michigan,White Perch,,,Mich. Proper (WI),
2006,Michigan,White Perch,,,WI State Total,
2006,Michigan,White Perch,,,Illinois (IL),
2006,Michigan,White Perch,,,Indiana (IN),
2006,Michigan,White Perch,,,U.S. Total,
2007,Michigan,White Perch,,,Green Bay (MI),
2007,Michigan,White Perch,,,Mich. Proper (MI),
2007,Michigan,White Perch,,,MI State Total,
2007,Michigan,White Perch,,,Green Bay (WI),1
2007,Michigan,White Perch,,,Mich. Proper (WI),
2007,Michigan,White Perch,,,WI State Total,1
2007,Michigan,White Perch,,,Illinois (IL),
2007,Michigan,White Perch,,,Indiana (IN),
2007,Michigan,White Perch,,,U.S. Total,1
2008,Michigan,White Perch,,,Green Bay (MI),
2008,Michigan,White Perch,,,Mich. Proper (MI),
2008,Michigan,White Perch,,,MI State Total,
2008,Michigan,White Perch,,,Green Bay (WI),2
2008,Michigan,White Perch,,,Mich. Proper (WI),
2008,Michigan,White Perch,,,WI State Total,2
2008,Michigan,White Perch,,,Illinois (IL),
2008,Michigan,White Perch,,,Indiana (IN),
2008,Michigan,White Perch,,,U.S. Total,2
2009,Michigan,White Perch,,,Green Bay (MI),
2009,Michigan,White Perch,,,Mich. Proper (MI),
2009,Michigan,White Perch,,,MI State Total,
2009,Michigan,White Perch,,,Green Bay (WI),1
2009,Michigan,White Perch,,,Mich. Proper (WI),
2009,Michigan,White Perch,,,WI State Total,1
2009,Michigan,White Perch,,,Illinois (IL),
2009,Michigan,White Perch,,,Indiana (IN),
2009,Michigan,White Perch,,,U.S. Total,1
2010,Michigan,White Perch,,,Green Bay (MI),
2010,Michigan,White Perch,,,Mich. Proper (MI),
2010,Michigan,White Perch,,,MI State Total,
2010,Michigan,White Perch,,,Green Bay (WI),1
2010,Michigan,White Perch,,,Mich. Proper (WI),
2010,Michigan,White Perch,,,WI State Total,1
2010,Michigan,White Perch,,,Illinois (IL),
2010,Michigan,White Perch,,,Indiana (IN),
2010,Michigan,White Perch,,,U.S. Total,1
2011,Michigan,White Perch,,,Green Bay (MI),
2011,Michigan,White Perch,,,Mich. Proper (MI),
2011,Michigan,White Perch,,,MI State Total,
2011,Michigan,White Perch,,,Green Bay (WI),1
2011,Michigan,White Perch,,,Mich. Proper (WI),
2011,Michigan,White Perch,,,WI State Total,1
2011,Michigan,White Perch,,,Illinois (IL),
2011,Michigan,White Perch,,,Indiana (IN),
2011,Michigan,White Perch,,,U.S. Total,1
2012,Michigan,White Perch,,,Green Bay (MI),
2012,Michigan,White Perch,,,Mich. Proper (MI),
2012,Michigan,White Perch,,,MI State Total,
2012,Michigan,White Perch,,,Green Bay (WI),0
2012,Michigan,White Perch,,,Mich. Proper (WI),
2012,Michigan,White Perch,,,WI State Total,0
2012,Michigan,White Perch,,,Illinois (IL),
2012,Michigan,White Perch,,,Indiana (IN),
2012,Michigan,White Perch,,,U.S. Total,0
2013,Michigan,White Perch,,,Green Bay (MI),
2013,Michigan,White Perch,,,Mich. Proper (MI),
2013,Michigan,White Perch,,,MI State Total,
2013,Michigan,White Perch,,,Green Bay (WI),0
2013,Michigan,White Perch,,,Mich. Proper (WI),0
2013,Michigan,White Perch,,,WI State Total,1
2013,Michigan,White Perch,,,Illinois (IL),
2013,Michigan,White Perch,,,Indiana (IN),
2013,Michigan,White Perch,,,U.S. Total,1
2014,Michigan,White Perch,,,Green Bay (MI),0
2014,Michigan,White Perch,,,Mich. Proper (MI),
2014,Michigan,White Perch,,,MI State Total,0
2014,Michigan,White Perch,,,Green Bay (WI),0
2014,Michigan,White Perch,,,Mich. Proper (WI),
2014,Michigan,White Perch,,,WI State Total,0
2014,Michigan,White Perch,,,Illinois (IL),
2014,Michigan,White Perch,,,Indiana (IN),
2014,Michigan,White Perch,,,U.S. Total,0
2015,Michigan,White Perch,,,Green Bay (MI),
2015,Michigan,White Perch,,,Mich. Proper (MI),
2015,Michigan,White Perch,,,MI State Total,
2015,Michigan,White Perch,,,Green Bay (WI),0
2015,Michigan,White Perch,,,Mich. Proper (WI),
2015,Michigan,White Perch,,,WI State Total,0
2015,Michigan,White Perch,,,Illinois (IL),
2015,Michigan,White Perch,,,Indiana (IN),
2015,Michigan,White Perch,,,U.S. Total,0
1889,Michigan,Yellow Perch,,,Green Bay (MI),
1889,Michigan,Yellow Perch,,,Mich. Proper (MI),
1889,Michigan,Yellow Perch,,,MI State Total,52
1889,Michigan,Yellow Perch,,,Green Bay (WI),
1889,Michigan,Yellow Perch,,,Mich. Proper (WI),
1889,Michigan,Yellow Perch,,,WI State Total,1502
1889,Michigan,Yellow Perch,,,Illinois (IL),591
1889,Michigan,Yellow Perch,,,Indiana (IN),37
1889,Michigan,Yellow Perch,,,U.S. Total,2182
1890,Michigan,Yellow Perch,,,Green Bay (MI),
1890,Michigan,Yellow Perch,,,Mich. Proper (MI),
1890,Michigan,Yellow Perch,,,MI State Total,319
1890,Michigan,Yellow Perch,,,Green Bay (WI),
1890,Michigan,Yellow Perch,,,Mich. Proper (WI),
1890,Michigan,Yellow Perch,,,WI State Total,1008
1890,Michigan,Yellow Perch,,,Illinois (IL),511
1890,Michigan,Yellow Perch,,,Indiana (IN),106
1890,Michigan,Yellow Perch,,,U.S. Total,1944
1891,Michigan,Yellow Perch,,,Green Bay (MI),
1891,Michigan,Yellow Perch,,,Mich. Proper (MI),
1891,Michigan,Yellow Perch,,,MI State Total,68
1891,Michigan,Yellow Perch,,,Green Bay (WI),
1891,Michigan,Yellow Perch,,,Mich. Proper (WI),
1891,Michigan,Yellow Perch,,,WI State Total,
1891,Michigan,Yellow Perch,,,Illinois (IL),
1891,Michigan,Yellow Perch,,,Indiana (IN),
1891,Michigan,Yellow Perch,,,U.S. Total,
1892,Michigan,Yellow Perch,,,Green Bay (MI),
1892,Michigan,Yellow Perch,,,Mich. Proper (MI),
1892,Michigan,Yellow Perch,,,MI State Total,252
1892,Michigan,Yellow Perch,,,Green Bay (WI),
1892,Michigan,Yellow Perch,,,Mich. Proper (WI),
1892,Michigan,Yellow Perch,,,WI State Total,2393
1892,Michigan,Yellow Perch,,,Illinois (IL),
1892,Michigan,Yellow Perch,,,Indiana (IN),
1892,Michigan,Yellow Perch,,,U.S. Total,2645
1893,Michigan,Yellow Perch,,,Green Bay (MI),
1893,Michigan,Yellow Perch,,,Mich. Proper (MI),
1893,Michigan,Yellow Perch,,,MI State Total,659
1893,Michigan,Yellow Perch,,,Green Bay (WI),
1893,Michigan,Yellow Perch,,,Mich. Proper (WI),
1893,Michigan,Yellow Perch,,,WI State Total,500
1893,Michigan,Yellow Perch,,,Illinois (IL),
1893,Michigan,Yellow Perch,,,Indiana (IN),
1893,Michigan,Yellow Perch,,,U.S. Total,1159
1894,Michigan,Yellow Perch,,,Green Bay (MI),
1894,Michigan,Yellow Perch,,,Mich. Proper (MI),
1894,Michigan,Yellow Perch,,,MI State Total,307
1894,Michigan,Yellow Perch,,,Green Bay (WI),
1894,Michigan,Yellow Perch,,,Mich. Proper (WI),
1894,Michigan,Yellow Perch,,,WI State Total,6208
1894,Michigan,Yellow Perch,,,Illinois (IL),
1894,Michigan,Yellow Perch,,,Indiana (IN),
1894,Michigan,Yellow Perch,,,U.S. Total,6515
1895,Michigan,Yellow Perch,,,Green Bay (MI),
1895,Michigan,Yellow Perch,,,Mich. Proper (MI),
1895,Michigan,Yellow Perch,,,MI State Total,209
1895,Michigan,Yellow Perch,,,Green Bay (WI),
1895,Michigan,Yellow Perch,,,Mich. Proper (WI),
1895,Michigan,Yellow Perch,,,WI State Total,5750
1895,Michigan,Yellow Perch,,,Illinois (IL),
1895,Michigan,Yellow Perch,,,Indiana (IN),
1895,Michigan,Yellow Perch,,,U.S. Total,5959
1896,Michigan,Yellow Perch,,,Green Bay (MI),
1896,Michigan,Yellow Perch,,,Mich. Proper (MI),
1896,Michigan,Yellow Perch,,,MI State Total,114
1896,Michigan,Yellow Perch,,,Green Bay (WI),
1896,Michigan,Yellow Perch,,,Mich. Proper (WI),
1896,Michigan,Yellow Perch,,,WI State Total,6250
1896,Michigan,Yellow Perch,,,Illinois (IL),
1896,Michigan,Yellow Perch,,,Indiana (IN),
1896,Michigan,Yellow Perch,,,U.S. Total,6364
1897,Michigan,Yellow Perch,,,Green Bay (MI),
1897,Michigan,Yellow Perch,,,Mich. Proper (MI),
1897,Michigan,Yellow Perch,,,MI State Total,252
1897,Michigan,Yellow Perch,,,Green Bay (WI),
1897,Michigan,Yellow Perch,,,Mich. Proper (WI),
1897,Michigan,Yellow Perch,,,WI State Total,1874
1897,Michigan,Yellow Perch,,,Illinois (IL),891
1897,Michigan,Yellow Perch,,,Indiana (IN),62
1897,Michigan,Yellow Perch,,,U.S. Total,3079
1898,Michigan,Yellow Perch,,,Green Bay (MI),
1898,Michigan,Yellow Perch,,,Mich. Proper (MI),
1898,Michigan,Yellow Perch,,,MI State Total,303
1898,Michigan,Yellow Perch,,,Green Bay (WI),
1898,Michigan,Yellow Perch,,,Mich. Proper (WI),
1898,Michigan,Yellow Perch,,,WI State Total,
1898,Michigan,Yellow Perch,,,Illinois (IL),
1898,Michigan,Yellow Perch,,,Indiana (IN),
1898,Michigan,Yellow Perch,,,U.S. Total,
1899,Michigan,Yellow Perch,,,Green Bay (MI),
1899,Michigan,Yellow Perch,,,Mich. Proper (MI),
1899,Michigan,Yellow Perch,,,MI State Total,441
1899,Michigan,Yellow Perch,,,Green Bay (WI),
1899,Michigan,Yellow Perch,,,Mich. Proper (WI),
1899,Michigan,Yellow Perch,,,WI State Total,1908
1899,Michigan,Yellow Perch,,,Illinois (IL),678
1899,Michigan,Yellow Perch,,,Indiana (IN),207
1899,Michigan,Yellow Perch,,,U.S. Total,3234
1900,Michigan,Yellow Perch,,,Green Bay (MI),
1900,Michigan,Yellow Perch,,,Mich. Proper (MI),
1900,Michigan,Yellow Perch,,,MI State Total,332
1900,Michigan,Yellow Perch,,,Green Bay (WI),
1900,Michigan,Yellow Perch,,,Mich. Proper (WI),
1900,Michigan,Yellow Perch,,,WI State Total,
1900,Michigan,Yellow Perch,,,Illinois (IL),
1900,Michigan,Yellow Perch,,,Indiana (IN),
1900,Michigan,Yellow Perch,,,U.S. Total,
1901,Michigan,Yellow Perch,,,Green Bay (MI),
1901,Michigan,Yellow Perch,,,Mich. Proper (MI),
1901,Michigan,Yellow Perch,,,MI State Total,489
1901,Michigan,Yellow Perch,,,Green Bay (WI),
1901,Michigan,Yellow Perch,,,Mich. Proper (WI),
1901,Michigan,Yellow Perch,,,WI State Total,
1901,Michigan,Yellow Perch,,,Illinois (IL),
1901,Michigan,Yellow Perch,,,Indiana (IN),
1901,Michigan,Yellow Perch,,,U.S. Total,
1902,Michigan,Yellow Perch,,,Green Bay (MI),
1902,Michigan,Yellow Perch,,,Mich. Proper (MI),
1902,Michigan,Yellow Perch,,,MI State Total,454
1902,Michigan,Yellow Perch,,,Green Bay (WI),
1902,Michigan,Yellow Perch,,,Mich. Proper (WI),
1902,Michigan,Yellow Perch,,,WI State Total,
1902,Michigan,Yellow Perch,,,Illinois (IL),
1902,Michigan,Yellow Perch,,,Indiana (IN),
1902,Michigan,Yellow Perch,,,U.S. Total,
1903,Michigan,Yellow Perch,,,Green Bay (MI),
1903,Michigan,Yellow Perch,,,Mich. Proper (MI),
1903,Michigan,Yellow Perch,,,MI State Total,577
1903,Michigan,Yellow Perch,,,Green Bay (WI),
1903,Michigan,Yellow Perch,,,Mich. Proper (WI),
1903,Michigan,Yellow Perch,,,WI State Total,2638
1903,Michigan,Yellow Perch,,,Illinois (IL),267
1903,Michigan,Yellow Perch,,,Indiana (IN),116
1903,Michigan,Yellow Perch,,,U.S. Total,3598
1904,Michigan,Yellow Perch,,,Green Bay (MI),
1904,Michigan,Yellow Perch,,,Mich. Proper (MI),
1904,Michigan,Yellow Perch,,,MI State Total,586
1904,Michigan,Yellow Perch,,,Green Bay (WI),
1904,Michigan,Yellow Perch,,,Mich. Proper (WI),
1904,Michigan,Yellow Perch,,,WI State Total,
1904,Michigan,Yellow Perch,,,Illinois (IL),
1904,Michigan,Yellow Perch,,,Indiana (IN),
1904,Michigan,Yellow Perch,,,U.S. Total,
1905,Michigan,Yellow Perch,,,Green Bay (MI),
1905,Michigan,Yellow Perch,,,Mich. Proper (MI),
1905,Michigan,Yellow Perch,,,MI State Total,763
1905,Michigan,Yellow Perch,,,Green Bay (WI),
1905,Michigan,Yellow Perch,,,Mich. Proper (WI),
1905,Michigan,Yellow Perch,,,WI State Total,
1905,Michigan,Yellow Perch,,,Illinois (IL),
1905,Michigan,Yellow Perch,,,Indiana (IN),
1905,Michigan,Yellow Perch,,,U.S. Total,
1906,Michigan,Yellow Perch,,,Green Bay (MI),
1906,Michigan,Yellow Perch,,,Mich. Proper (MI),
1906,Michigan,Yellow Perch,,,MI State Total,684
1906,Michigan,Yellow Perch,,,Green Bay (WI),
1906,Michigan,Yellow Perch,,,Mich. Proper (WI),
1906,Michigan,Yellow Perch,,,WI State Total,
1906,Michigan,Yellow Perch,,,Illinois (IL),
1906,Michigan,Yellow Perch,,,Indiana (IN),
1906,Michigan,Yellow Perch,,,U.S. Total,
1907,Michigan,Yellow Perch,,,Green Bay (MI),
1907,Michigan,Yellow Perch,,,Mich. Proper (MI),
1907,Michigan,Yellow Perch,,,MI State Total,554
1907,Michigan,Yellow Perch,,,Green Bay (WI),
1907,Michigan,Yellow Perch,,,Mich. Proper (WI),
1907,Michigan,Yellow Perch,,,WI State Total,
1907,Michigan,Yellow Perch,,,Illinois (IL),
1907,Michigan,Yellow Perch,,,Indiana (IN),
1907,Michigan,Yellow Perch,,,U.S. Total,
1908,Michigan,Yellow Perch,,,Green Bay (MI),
1908,Michigan,Yellow Perch,,,Mich. Proper (MI),
1908,Michigan,Yellow Perch,,,MI State Total,649
1908,Michigan,Yellow Perch,,,Green Bay (WI),
1908,Michigan,Yellow Perch,,,Mich. Proper (WI),
1908,Michigan,Yellow Perch,,,WI State Total,2551
1908,Michigan,Yellow Perch,,,Illinois (IL),238
1908,Michigan,Yellow Perch,,,Indiana (IN),119
1908,Michigan,Yellow Perch,,,U.S. Total,3557
1909,Michigan,Yellow Perch,,,Green Bay (MI),
1909,Michigan,Yellow Perch,,,Mich. Proper (MI),
1909,Michigan,Yellow Perch,,,MI State Total,
1909,Michigan,Yellow Perch,,,Green Bay (WI),
1909,Michigan,Yellow Perch,,,Mich. Proper (WI),
1909,Michigan,Yellow Perch,,,WI State Total,1063
1909,Michigan,Yellow Perch,,,Illinois (IL),
1909,Michigan,Yellow Perch,,,Indiana (IN),
1909,Michigan,Yellow Perch,,,U.S. Total,
1910,Michigan,Yellow Perch,,,Green Bay (MI),
1910,Michigan,Yellow Perch,,,Mich. Proper (MI),
1910,Michigan,Yellow Perch,,,MI State Total,
1910,Michigan,Yellow Perch,,,Green Bay (WI),
1910,Michigan,Yellow Perch,,,Mich. Proper (WI),
1910,Michigan,Yellow Perch,,,WI State Total,726
1910,Michigan,Yellow Perch,,,Illinois (IL),
1910,Michigan,Yellow Perch,,,Indiana (IN),
1910,Michigan,Yellow Perch,,,U.S. Total,
1911,Michigan,Yellow Perch,,,Green Bay (MI),
1911,Michigan,Yellow Perch,,,Mich. Proper (MI),
1911,Michigan,Yellow Perch,,,MI State Total,830
1911,Michigan,Yellow Perch,,,Green Bay (WI),
1911,Michigan,Yellow Perch,,,Mich. Proper (WI),
1911,Michigan,Yellow Perch,,,WI State Total,1242
1911,Michigan,Yellow Perch,,,Illinois (IL),
1911,Michigan,Yellow Perch,,,Indiana (IN),
1911,Michigan,Yellow Perch,,,U.S. Total,2072
1912,Michigan,Yellow Perch,,,Green Bay (MI),
1912,Michigan,Yellow Perch,,,Mich. Proper (MI),
1912,Michigan,Yellow Perch,,,MI State Total,556
1912,Michigan,Yellow Perch,,,Green Bay (WI),
1912,Michigan,Yellow Perch,,,Mich. Proper (WI),
1912,Michigan,Yellow Perch,,,WI State Total,1832
1912,Michigan,Yellow Perch,,,Illinois (IL),
1912,Michigan,Yellow Perch,,,Indiana (IN),
1912,Michigan,Yellow Perch,,,U.S. Total,2388
1913,Michigan,Yellow Perch,,,Green Bay (MI),
1913,Michigan,Yellow Perch,,,Mich. Proper (MI),
1913,Michigan,Yellow Perch,,,MI State Total,525
1913,Michigan,Yellow Perch,,,Green Bay (WI),
1913,Michigan,Yellow Perch,,,Mich. Proper (WI),
1913,Michigan,Yellow Perch,,,WI State Total,2410
1913,Michigan,Yellow Perch,,,Illinois (IL),
1913,Michigan,Yellow Perch,,,Indiana (IN),
1913,Michigan,Yellow Perch,,,U.S. Total,2935
1914,Michigan,Yellow Perch,,,Green Bay (MI),
1914,Michigan,Yellow Perch,,,Mich. Proper (MI),
1914,Michigan,Yellow Perch,,,MI State Total,653
1914,Michigan,Yellow Perch,,,Green Bay (WI),
1914,Michigan,Yellow Perch,,,Mich. Proper (WI),
1914,Michigan,Yellow Perch,,,WI State Total,2078
1914,Michigan,Yellow Perch,,,Illinois (IL),
1914,Michigan,Yellow Perch,,,Indiana (IN),
1914,Michigan,Yellow Perch,,,U.S. Total,2731
1915,Michigan,Yellow Perch,,,Green Bay (MI),
1915,Michigan,Yellow Perch,,,Mich. Proper (MI),
1915,Michigan,Yellow Perch,,,MI State Total,440
1915,Michigan,Yellow Perch,,,Green Bay (WI),
1915,Michigan,Yellow Perch,,,Mich. Proper (WI),
1915,Michigan,Yellow Perch,,,WI State Total,2349
1915,Michigan,Yellow Perch,,,Illinois (IL),
1915,Michigan,Yellow Perch,,,Indiana (IN),
1915,Michigan,Yellow Perch,,,U.S. Total,2790
1916,Michigan,Yellow Perch,,,Green Bay (MI),
1916,Michigan,Yellow Perch,,,Mich. Proper (MI),
1916,Michigan,Yellow Perch,,,MI State Total,305
1916,Michigan,Yellow Perch,,,Green Bay (WI),
1916,Michigan,Yellow Perch,,,Mich. Proper (WI),
1916,Michigan,Yellow Perch,,,WI State Total,1957
1916,Michigan,Yellow Perch,,,Illinois (IL),
1916,Michigan,Yellow Perch,,,Indiana (IN),
1916,Michigan,Yellow Perch,,,U.S. Total,2263
1917,Michigan,Yellow Perch,,,Green Bay (MI),
1917,Michigan,Yellow Perch,,,Mich. Proper (MI),
1917,Michigan,Yellow Perch,,,MI State Total,278
1917,Michigan,Yellow Perch,,,Green Bay (WI),
1917,Michigan,Yellow Perch,,,Mich. Proper (WI),
1917,Michigan,Yellow Perch,,,WI State Total,1649
1917,Michigan,Yellow Perch,,,Illinois (IL),133
1917,Michigan,Yellow Perch,,,Indiana (IN),41
1917,Michigan,Yellow Perch,,,U.S. Total,2101
1918,Michigan,Yellow Perch,,,Green Bay (MI),
1918,Michigan,Yellow Perch,,,Mich. Proper (MI),
1918,Michigan,Yellow Perch,,,MI State Total,336
1918,Michigan,Yellow Perch,,,Green Bay (WI),
1918,Michigan,Yellow Perch,,,Mich. Proper (WI),
1918,Michigan,Yellow Perch,,,WI State Total,1592
